idx	url	title	category	language	images	sentences	identifier
1	https://www.wikihow.com/Be-a-Successful-Muslim-Husband	How to Be a Successful Muslim Husband	religion	English	https://www.wikihow.com/images/thumb/5/58/Be-a-Successful-Muslim-Husband-Step-12-Version-2.jpg/v4-460px-Be-a-Successful-Muslim-Husband-Step-12-Version-2.jpg	Be conscious of Allah in regards to your spouse.	rE1_15
1	https://www.wikihow.com/Be-a-Successful-Muslim-Husband	How to Be a Successful Muslim Husband	religion	English	https://www.wikihow.com/images/thumb/a/a8/Be-a-Successful-Muslim-Husband-Step-13-Version-2.jpg/v4-460px-Be-a-Successful-Muslim-Husband-Step-13-Version-2.jpg	Greet your spouse with the salaam.	rE1_16
1	https://www.wikihow.com/Be-a-Successful-Muslim-Husband	How to Be a Successful Muslim Husband	religion	English	https://www.wikihow.com/images/thumb/5/55/Be-a-Successful-Muslim-Husband-Step-14-Version-2.jpg/v4-460px-Be-a-Successful-Muslim-Husband-Step-14-Version-2.jpg	Make dua.	rE1_17
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/5/54/Do-Pranayam-Step-1-Version-5.jpg/v4-460px-Do-Pranayam-Step-1-Version-5.jpg	Sit in a comfortable position.	rE2_18
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/5/5a/Do-Pranayam-Step-2-Version-5.jpg/v4-460px-Do-Pranayam-Step-2-Version-5.jpg	Inhale slowly through your nose.	rE2_19
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/d/d9/Do-Pranayam-Step-3-Version-5.jpg/v4-460px-Do-Pranayam-Step-3-Version-5.jpg	Exhale slowly through your nose while constricting your throat.	rE2_20
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/6/61/Do-Pranayam-Step-4-Version-5.jpg/v4-460px-Do-Pranayam-Step-4-Version-5.jpg	Continue to inhale and exhale for 5-8 minutes.	rE2_21
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/a/a3/Do-Pranayam-Step-9-Version-3.jpg/v4-460px-Do-Pranayam-Step-9-Version-3.jpg	Sit in a comfortable position with your left hand resting on your lap.	rE2_22
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/2/29/Do-Pranayam-Step-10-Version-2.jpg/v4-460px-Do-Pranayam-Step-10-Version-2.jpg	Close your right nostril with your right thumb.	rE2_23
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/4/49/Do-Pranayam-Step-11-Version-2.jpg/v4-460px-Do-Pranayam-Step-11-Version-2.jpg	Inhale through your left nostril.	rE2_24
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/6/6f/Do-Pranayam-Step-12-Version-3.jpg/v4-460px-Do-Pranayam-Step-12-Version-3.jpg	Close your left nostril using your right ring finger and release your right nostril.	rE2_25
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/e/e2/Do-Pranayam-Step-13-Version-2.jpg/v4-460px-Do-Pranayam-Step-13-Version-2.jpg	Exhale and inhale through your right nostril.	rE2_26
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/c/c4/Do-Pranayam-Step-14-Version-2.jpg/v4-460px-Do-Pranayam-Step-14-Version-2.jpg	Switch to block your right nostril and exhale through your left nostril.	rE2_27
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/8/89/Do-Pranayam-Step-15-Version-3.jpg/v4-460px-Do-Pranayam-Step-15-Version-3.jpg	Repeat 3-5 cycles before returning to regular breathing.	rE2_28
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/3/3a/Do-Pranayam-Step-1-Version-4.jpg/v4-460px-Do-Pranayam-Step-1-Version-4.jpg	Sit or lie in a comfortable position.	rE2_29
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/4/49/Do-Pranayam-Step-2-Version-4.jpg/v4-460px-Do-Pranayam-Step-2-Version-4.jpg	Bring your left hand to your belly and your right hand to your chest.	rE2_30
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/0/08/Do-Pranayam-Step-3-Version-4.jpg/v4-460px-Do-Pranayam-Step-3-Version-4.jpg	Inhale through your nose into your abdomen, then rib cage, then upper chest.	rE2_31
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/6/6e/Do-Pranayam-Step-4-Version-4.jpg/v4-460px-Do-Pranayam-Step-4-Version-4.jpg	Exhale from your upper chest, then ribs, then abdomen.	rE2_32
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/f/fa/Do-Pranayam-Step-5-Version-4.jpg/v4-460px-Do-Pranayam-Step-5-Version-4.jpg	Repeat this pattern of inhaling and exhaling for 3-5 minutes.	rE2_33
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/3/35/Do-Pranayam-Step-16-Version-3.jpg/v4-460px-Do-Pranayam-Step-16-Version-3.jpg	Sit in a comfortable position and inhale deeply to prepare.	rE2_34
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/8/8f/Do-Pranayam-Step-17-Version-3.jpg/v4-460px-Do-Pranayam-Step-17-Version-3.jpg	Contract your lower belly quickly to push a sharp burst of air out of your nose.	rE2_35
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/8/84/Do-Pranayam-Step-18-Version-3.jpg/v4-460px-Do-Pranayam-Step-18-Version-3.jpg	Release the contraction to allow the inhale to come in on the “rebound.	rE2_36
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/b/be/Do-Pranayam-Step-19-Version-2.jpg/v4-460px-Do-Pranayam-Step-19-Version-2.jpg	Repeat this breath cycle 11 times before taking a break to breathe normally.	rE2_37
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/9/9f/Do-Pranayam-Step-20-Version-2.jpg/v4-460px-Do-Pranayam-Step-20-Version-2.jpg	Kneel on the floor, sitting back onto your heels.	rE2_38
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/9/9b/Do-Pranayam-Step-21-Version-2.jpg/v4-460px-Do-Pranayam-Step-21-Version-2.jpg	Inhale deeply through the nose.	rE2_39
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/1/11/Do-Pranayam-Step-22-Version-2.jpg/v4-460px-Do-Pranayam-Step-22-Version-2.jpg	Open your mouth and stretch your tongue out.	rE2_40
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/0/02/Do-Pranayam-Step-23-Version-3.jpg/v4-460px-Do-Pranayam-Step-23-Version-3.jpg	Exhale the breath slowly out through your mouth.	rE2_41
2	https://www.wikihow.com/Do-Pranayam	How to Do Pranayam	religion	English	https://www.wikihow.com/images/thumb/8/88/Do-Pranayam-Step-24-Version-3.jpg/v4-460px-Do-Pranayam-Step-24-Version-3.jpg	Repeat 2-3 times.	rE2_42
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/b/b4/Address-Catholic-Clergy-Step-1-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-1-Version-4.jpg	Identify the clergyman's hierarchical status or post.	rE3_43
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/4/48/Address-Catholic-Clergy-Step-2-Version-5.jpg/v4-460px-Address-Catholic-Clergy-Step-2-Version-5.jpg	Address a Brother.	rE3_44
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/b/b1/Address-Catholic-Clergy-Step-3-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-3-Version-4.jpg	Address a Sister.	rE3_45
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/0/05/Address-Catholic-Clergy-Step-4-Version-5.jpg/v4-460px-Address-Catholic-Clergy-Step-4-Version-5.jpg	Address a religious Priest.	rE3_46
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/0/0d/Address-Catholic-Clergy-Step-5-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-5-Version-4.jpg	Address a mother superior.	rE3_47
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/2/21/Address-Catholic-Clergy-Step-6-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-6-Version-4.jpg	Address a Deacon:	rE3_48
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/1/14/Address-Catholic-Clergy-Step-7-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-7-Version-4.jpg	Address a diocesan(or secular) Priest.	rE3_49
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/0/09/Address-Catholic-Clergy-Step-8-Version-5.jpg/v4-460px-Address-Catholic-Clergy-Step-8-Version-5.jpg	Address a Vicar, Provincial, Canon, Dean, or Rector.	rE3_50
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/a/ac/Address-Catholic-Clergy-Step-9-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-9-Version-4.jpg	Address a Monsignor.	rE3_51
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/9/9f/Address-Catholic-Clergy-Step-10-Version-5.jpg/v4-460px-Address-Catholic-Clergy-Step-10-Version-5.jpg	Address a Bishop.	rE3_52
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/3/35/Address-Catholic-Clergy-Step-11-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-11-Version-4.jpg	Address an Archbishop.	rE3_53
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/d/d4/Address-Catholic-Clergy-Step-12-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-12-Version-4.jpg	Address a Patriarch.	rE3_54
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/2/2e/Address-Catholic-Clergy-Step-13-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-13-Version-4.jpg	Address a Cardinal.	rE3_55
3	https://www.wikihow.com/Address-Catholic-Clergy	How to Address Catholic Clergy	religion	English	https://www.wikihow.com/images/thumb/3/33/Address-Catholic-Clergy-Step-14-Version-4.jpg/v4-460px-Address-Catholic-Clergy-Step-14-Version-4.jpg	Address the Pope.	rE3_56
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/9/98/Be-Happy-with-Who-You-Are-Step-1-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-1-Version-3.jpg	Appreciate diversity	rE4_57
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/f/f7/Be-Happy-with-Who-You-Are-Step-2-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-2-Version-3.jpg	Embrace your unique qualities.	rE4_58
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/0/0c/Be-Happy-with-Who-You-Are-Step-3-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-3-Version-3.jpg	Avoid comparing yourself to others	rE4_59
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/8/83/Be-Happy-with-Who-You-Are-Step-4-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-4-Version-3.jpg	Forgive yourself	rE4_60
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/e/e8/Be-Happy-with-Who-You-Are-Step-5-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-5-Version-3.jpg	Identify your values	rE4_61
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/0/01/Be-Happy-with-Who-You-Are-Step-6-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-6-Version-3.jpg	Define your identity	rE4_62
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/3/33/Be-Happy-with-Who-You-Are-Step-7-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-7-Version-3.jpg	Think positively about yourself	rE4_63
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/4/40/Be-Happy-with-Who-You-Are-Step-8-Version-4.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-8-Version-4.jpg	Use positive self-talk	rE4_64
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/f/fa/Be-Happy-with-Who-You-Are-Step-9-Version-3.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-9-Version-3.jpg	Respect yourself.	rE4_65
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/0/07/Be-Happy-with-Who-You-Are-Step-10-Version-4.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-10-Version-4.jpg	Build your character	rE4_66
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/5/51/Be-Happy-with-Who-You-Are-Step-11-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-11-Version-2.jpg	Create positive and attainable goals.	rE4_67
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/f/fd/Be-Happy-with-Who-You-Are-Step-12-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-12-Version-2.jpg	Engage in self-expressive activities.	rE4_68
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/c/cd/Be-Happy-with-Who-You-Are-Step-13-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-13-Version-2.jpg	Be social	rE4_69
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/a/af/Be-Happy-with-Who-You-Are-Step-14-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-14-Version-2.jpg	Surround yourself with positive and supportive people.	rE4_70
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/5/5d/Be-Happy-with-Who-You-Are-Step-15-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-15-Version-2.jpg	Get help from a friend.	rE4_71
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/0/02/Be-Happy-with-Who-You-Are-Step-16-Version-2.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-16-Version-2.jpg	Inspire and help others.	rE4_72
4	https://www.wikihow.com/Be-Happy-with-Who-You-Are	How to Be Happy with Who You Are	religion	English	https://www.wikihow.com/images/thumb/c/c6/Be-Happy-with-Who-You-Are-Step-17.jpg/v4-460px-Be-Happy-with-Who-You-Are-Step-17.jpg	See a counselor.	rE4_73
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/b/bc/Study-the-Bible-Step-1-Version-2.jpg/v4-460px-Study-the-Bible-Step-1-Version-2.jpg	Plan your study.	rE5_74
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/b/b5/Study-the-Bible-Step-2-Version-2.jpg/v4-460px-Study-the-Bible-Step-2-Version-2.jpg	Get a good study Bible.	rE5_75
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/2/2e/Study-the-Bible-Step-3-Version-2.jpg/v4-460px-Study-the-Bible-Step-3-Version-2.jpg	Study the Bible with an attitude of prayer.	rE5_76
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/0/08/Study-the-Bible-Step-4-Version-2.jpg/v4-460px-Study-the-Bible-Step-4-Version-2.jpg	Pray	rE5_77
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/f/fd/Study-the-Bible-Step-5-Version-2.jpg/v4-460px-Study-the-Bible-Step-5-Version-2.jpg	Focus on the New Testament first.	rE5_78
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/9/91/Study-the-Bible-Step-6-Version-2.jpg/v4-460px-Study-the-Bible-Step-6-Version-2.jpg	Consider reading John first.	rE5_79
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/a/ae/Study-the-Bible-Step-7-Version-2.jpg/v4-460px-Study-the-Bible-Step-7-Version-2.jpg	Pick out topics to study.	rE5_80
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/1/13/Study-the-Bible-Step-8-Version-2.jpg/v4-460px-Study-the-Bible-Step-8-Version-2.jpg	Use the dictionary.	rE5_81
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/3/37/Study-the-Bible-Step-9-Version-2.jpg/v4-460px-Study-the-Bible-Step-9-Version-2.jpg	Have a Bible notebook.	rE5_82
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/6/65/Study-the-Bible-Step-10-Version-2.jpg/v4-460px-Study-the-Bible-Step-10-Version-2.jpg	Highlight important stuff or things you really like in your own bible.	rE5_83
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/3/38/Study-the-Bible-Step-11-Version-2.jpg/v4-460px-Study-the-Bible-Step-11-Version-2.jpg	Use cross-references and footnotes if you have them in your Bible.	rE5_84
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/d/db/Study-the-Bible-Step-12-Version-2.jpg/v4-460px-Study-the-Bible-Step-12-Version-2.jpg	Follow the references in your Study Bible back to the first time it was used.	rE5_85
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/7/7d/Study-the-Bible-Step-13-Version-2.jpg/v4-460px-Study-the-Bible-Step-13-Version-2.jpg	Keep a journal.	rE5_86
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/4/4a/Study-the-Bible-Step-14-Version-2.jpg/v4-460px-Study-the-Bible-Step-14-Version-2.jpg	Get rid of all distractions	rE5_87
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/0/00/Study-the-Bible-Step-15-Version-2.jpg/v4-460px-Study-the-Bible-Step-15-Version-2.jpg	Find a Bible study group.	rE5_88
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/e/e3/Study-the-Bible-Step-16-Version-2.jpg/v4-460px-Study-the-Bible-Step-16-Version-2.jpg	Share what you have found with others within your Bible study group.	rE5_89
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/d/d9/Study-the-Bible-Step-17-Version-2.jpg/v4-460px-Study-the-Bible-Step-17-Version-2.jpg	Don't take what someone else says about the topic, except as a guide.	rE5_90
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/9/9c/Study-the-Bible-Step-18-Version-2.jpg/v4-460px-Study-the-Bible-Step-18-Version-2.jpg	Decide your order.	rE5_91
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/5/5a/Study-the-Bible-Step-19-Version-2.jpg/v4-460px-Study-the-Bible-Step-19-Version-2.jpg	Start with the Gospels.	rE5_92
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/b/be/Study-the-Bible-Step-20-Version-2.jpg/v4-460px-Study-the-Bible-Step-20-Version-2.jpg	Read Acts next.	rE5_93
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/4/49/Study-the-Bible-Step-21-Version-2.jpg/v4-460px-Study-the-Bible-Step-21-Version-2.jpg	Read Galatians through Philemon.	rE5_94
5	https://www.wikihow.com/Study-the-Bible	How to Study the Bible	religion	English	https://www.wikihow.com/images/thumb/4/49/Study-the-Bible-Step-22-Version-2.jpg/v4-460px-Study-the-Bible-Step-22-Version-2.jpg	Move on to the Old Testament.	rE5_95
6	https://www.wikihow.com/Accept-Yourself,-Your-Life,-and-Your-Reality	How to Accept Yourself, Your Life, and Your Reality	religion	English	https://www.wikihow.com/images/thumb/6/6e/Accept-Yourself%2C-Your-Life%2C-and-Your-Reality-Step-1-Version-3.jpg/v4-460px-Accept-Yourself%2C-Your-Life%2C-and-Your-Reality-Step-1-Version-3.jpg	Acknowledge your strengths.	rE6_96
